"date.pretty","date.year","date.mon","date.mday","date.hour","date.min","date.tzname","utcdate.pretty","utcdate.year","utcdate.mon","utcdate.mday","utcdate.hour","utcdate.min","utcdate.tzname","tempm","tempi","dewptm","dewpti","hum","wspdm","wspdi","wgustm","wgusti","wdird","wdire","vism","visi","pressurem","pressurei","windchillm","windchilli","heatindexm","heatindexi","precipm","precipi","conds","icon","fog","rain","snow","hail","thunder","tornado","metar"
"5:30 AM EET on February 01, 2016","2016","02","01","05","30","Europe/Kiev","3:30 AM GMT on February 01, 2016","2016","02","01","03","30","UTC","1.0","33.8","-2.0","28.4","81","14.4","8.9","-9999.0","-9999.0","260","West","10.0","6.2","1007","29.74","-3.0","26.5","-9999","-9999","-9999.00","-9999.00","Light Snow","snow","0","0","1","0","0","0","METAR UKKK 010330Z 26004MPS 9999 -SN BKN043 BKN070 01/M02 Q1007 26290350 NOSIG"
"6:00 AM EET on February 01, 2016","2016","02","01","06","00","Europe/Kiev","4:00 AM GMT on February 01, 2016","2016","02","01","04","00","UTC","1.0","33.8","-2.0","28.4","81","21.6","13.4","-9999.0","-9999.0","260","West","-9999.0","-9999.0","1007","29.74","-4.2","24.5","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010400Z 26006MPS CAVOK 01/M02 Q1007 26290350 NOSIG"
"6:30 AM EET on February 01, 2016","2016","02","01","06","30","Europe/Kiev","4:30 AM GMT on February 01, 2016","2016","02","01","04","30","UTC","1.0","33.8","-2.0","28.4","81","18.0","11.2","-9999.0","-9999.0","260","West","-9999.0","-9999.0","1007","29.74","-3.7","25.4","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010430Z 26005MPS CAVOK 01/M02 Q1007 26290350 NOSIG"
"7:00 AM EET on February 01, 2016","2016","02","01","07","00","Europe/Kiev","5:00 AM GMT on February 01, 2016","2016","02","01","05","00","UTC","1.0","33.8","-2.0","28.4","81","18.0","11.2","-9999.0","-9999.0","260","West","-9999.0","-9999.0","1007","29.74","-3.7","25.4","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010500Z 26005MPS CAVOK 01/M02 Q1007 26290157 NOSIG"
"7:30 AM EET on February 01, 2016","2016","02","01","07","30","Europe/Kiev","5:30 AM GMT on February 01, 2016","2016","02","01","05","30","UTC","1.0","33.8","-2.0","28.4","81","14.4","8.9","-9999.0","-9999.0","260","West","-9999.0","-9999.0","1007","29.74","-3.0","26.5","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010530Z 26004MPS CAVOK 01/M02 Q1007 26290157 NOSIG"
"8:00 AM EET on February 01, 2016","2016","02","01","08","00","Europe/Kiev","6:00 AM GMT on February 01, 2016","2016","02","01","06","00","UTC","1","34","-2","28","69","18.0","11.2","","","260","West","20","12","1009","29.79","-999","-999","-9999","-9999","","","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","AAXX 01061 33345 32998 72605 10013 21025 39879 40086 53002 86045 333 20010 42997 555 1/000"
"8:00 AM EET on February 01, 2016","2016","02","01","08","00","Europe/Kiev","6:00 AM GMT on February 01, 2016","2016","02","01","06","00","UTC","1.0","33.8","-2.0","28.4","81","18.0","11.2","-9999.0","-9999.0","260","West","-9999.0","-9999.0","1007","29.74","-3.7","25.4","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010600Z 26005MPS CAVOK 01/M02 Q1007 26290157 NOSIG"
"8:30 AM EET on February 01, 2016","2016","02","01","08","30","Europe/Kiev","6:30 AM GMT on February 01, 2016","2016","02","01","06","30","UTC","1.0","33.8","-2.0","28.4","81","18.0","11.2","-9999.0","-9999.0","260","West","-9999.0","-9999.0","1008","29.77","-3.7","25.4","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010630Z 26005MPS CAVOK 01/M02 Q1008 26290157 NOSIG"
"9:00 AM EET on February 01, 2016","2016","02","01","09","00","Europe/Kiev","7:00 AM GMT on February 01, 2016","2016","02","01","07","00","UTC","1.0","33.8","-2.0","28.4","81","21.6","13.4","-9999.0","-9999.0","260","West","-9999.0","-9999.0","1008","29.77","-4.2","24.5","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 010700Z 26006MPS CAVOK 01/M02 Q1008 26290157 NOSIG"
"9:30 AM EET on February 01, 2016","2016","02","01","09","30","Europe/Kiev","7:30 AM GMT on February 01, 2016","2016","02","01","07","30","UTC","1.0","33.8","-2.0","28.4","81","21.6","13.4","-9999.0","-9999.0","260","West","10.0","6.2","1008","29.77","-4.2","24.5","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 010730Z 26006MPS 9999 FEW015 BKN089 01/M02 Q1008 26290157 NOSIG"
"10:00 AM EET on February 01, 2016","2016","02","01","10","00","Europe/Kiev","8:00 AM GMT on February 01, 2016","2016","02","01","08","00","UTC","1.0","33.8","-1.0","30.2","87","25.2","15.7","-9999.0","-9999.0","270","West","10.0","6.2","1008","29.77","-4.6","23.7","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 010800Z 27007MPS 9999 FEW015 BKN089 01/M01 Q1008 26290157 NOSIG"
"10:30 AM EET on February 01, 2016","2016","02","01","10","30","Europe/Kiev","8:30 AM GMT on February 01, 2016","2016","02","01","08","30","UTC","2.0","35.6","-1.0","30.2","81","21.6","13.4","-9999.0","-9999.0","260","West","10.0","6.2","1008","29.77","-2.9","26.8","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 010830Z 26006MPS 9999 FEW015 BKN089 02/M01 Q1008 26290157 NOSIG"
"11:00 AM EET on February 01, 2016","2016","02","01","11","00","Europe/Kiev","9:00 AM GMT on February 01, 2016","2016","02","01","09","00","UTC","2","36","-1","30","70","18.0","11.2","","","260","West","20","12","1009","29.81","-999","-999","-9999","-9999","","","Scattered Clouds","partlycloudy","0","0","0","0","0","0","AAXX 01091 33345 42998 32605 10024 21012 39887 40094 52008 81031 555 1/000"
"11:00 AM EET on February 01, 2016","2016","02","01","11","00","Europe/Kiev","9:00 AM GMT on February 01, 2016","2016","02","01","09","00","UTC","2.0","35.6","-1.0","30.2","81","21.6","13.4","-9999.0","-9999.0","270","West","10.0","6.2","1008","29.77","-2.9","26.8","-9999","-9999","-9999.00","-9999.00","Scattered Clouds","partlycloudy","0","0","0","0","0","0","METAR UKKK 010900Z 27006MPS 9999 FEW017 SCT100 02/M01 Q1008 26290157 NOSIG"
"11:30 AM EET on February 01, 2016","2016","02","01","11","30","Europe/Kiev","9:30 AM GMT on February 01, 2016","2016","02","01","09","30","UTC","3.0","37.4","-1.0","30.2","75","21.6","13.4","-9999.0","-9999.0","270","West","10.0","6.2","1008","29.77","-1.6","29.1","-9999","-9999","-9999.00","-9999.00","Scattered Clouds","partlycloudy","0","0","0","0","0","0","METAR UKKK 010930Z 27006MPS 9999 FEW017 SCT100 03/M01 Q1008 26290157 NOSIG"
"12:00 PM EET on February 01, 2016","2016","02","01","12","00","Europe/Kiev","10:00 AM GMT on February 01, 2016","2016","02","01","10","00","UTC","3.0","37.4","-1.0","30.2","75","21.6","13.4","-9999.0","-9999.0","270","West","10.0","6.2","1008","29.77","-1.6","29.1","-9999","-9999","-9999.00","-9999.00","Scattered Clouds","partlycloudy","0","0","0","0","0","0","METAR UKKK 011000Z 27006MPS 9999 FEW017 SCT100 03/M01 Q1008 26190060 NOSIG"
"12:30 PM EET on February 01, 2016","2016","02","01","12","30","Europe/Kiev","10:30 AM GMT on February 01, 2016","2016","02","01","10","30","UTC","4.0","39.2","-1.0","30.2","70","18.0","11.2","-9999.0","-9999.0","260","West","-9999.0","-9999.0","1008","29.77","0.1","32.2","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011030Z 26005MPS CAVOK 04/M01 Q1008 26190060 NOSIG"
"1:00 PM EET on February 01, 2016","2016","02","01","13","00","Europe/Kiev","11:00 AM GMT on February 01, 2016","2016","02","01","11","00","UTC","4.0","39.2","-2.0","28.4","65","21.6","13.4","-9999.0","-9999.0","260","West","-9999.0","-9999.0","1008","29.77","-0.4","31.3","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011100Z 26006MPS CAVOK 04/M02 Q1008 26190060 NOSIG"
"1:30 PM EET on February 01, 2016","2016","02","01","13","30","Europe/Kiev","11:30 AM GMT on February 01, 2016","2016","02","01","11","30","UTC","5.0","41.0","-2.0","28.4","61","25.2","15.7","-9999.0","-9999.0","260","West","10.0","6.2","1008","29.77","0.5","32.9","-9999","-9999","-9999.00","-9999.00","Partly Cloudy","partlycloudy","0","0","0","0","0","0","METAR UKKK 011130Z 26007MPS 9999 FEW033 05/M02 Q1008 26190060 NOSIG"
"2:00 PM EET on February 01, 2016","2016","02","01","14","00","Europe/Kiev","12:00 PM GMT on February 01, 2016","2016","02","01","12","00","UTC","5","41","-2","29","50","14.4","8.9","","","270","West","20","12","1009","29.80","-999","-999","-9999","-9999","","","Partly Cloudy","partlycloudy","0","0","0","0","0","0","AAXX 01121 33345 32698 42704 10052 21019 39885 40089 58002 84500 555 1/000"
"2:00 PM EET on February 01, 2016","2016","02","01","14","00","Europe/Kiev","12:00 PM GMT on February 01, 2016","2016","02","01","12","00","UTC","4.0","39.2","-2.0","28.4","65","21.6","13.4","-9999.0","-9999.0","260","West","10.0","6.2","1008","29.77","-0.4","31.3","-9999","-9999","-9999.00","-9999.00","Partly Cloudy","partlycloudy","0","0","0","0","0","0","METAR UKKK 011200Z 26006MPS 9999 FEW033 04/M02 Q1008 26190060 NOSIG"
"2:30 PM EET on February 01, 2016","2016","02","01","14","30","Europe/Kiev","12:30 PM GMT on February 01, 2016","2016","02","01","12","30","UTC","4.0","39.2","-2.0","28.4","65","25.2","15.7","-9999.0","-9999.0","270","West","10.0","6.2","1009","29.80","-0.8","30.6","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 011230Z 27007MPS 9999 FEW033 BKN130 04/M02 Q1009 26190060 NOSIG"
"3:00 PM EET on February 01, 2016","2016","02","01","15","00","Europe/Kiev","1:00 PM GMT on February 01, 2016","2016","02","01","13","00","UTC","4.0","39.2","-2.0","28.4","65","14.4","8.9","-9999.0","-9999.0","260","West","10.0","6.2","1009","29.80","0.6","33.1","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 011300Z 26004MPS 9999 FEW048 BKN130 04/M02 Q1009 26190060 NOSIG"
"3:30 PM EET on February 01, 2016","2016","02","01","15","30","Europe/Kiev","1:30 PM GMT on February 01, 2016","2016","02","01","13","30","UTC","3.0","37.4","-1.0","30.2","75","18.0","11.2","-9999.0","-9999.0","280","West","10.0","6.2","1009","29.80","-1.2","29.9","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 011330Z 28005MPS 9999 FEW040 BKN130 03/M01 Q1009 26190060 NOSIG"
"4:00 PM EET on February 01, 2016","2016","02","01","16","00","Europe/Kiev","2:00 PM GMT on February 01, 2016","2016","02","01","14","00","UTC","3.0","37.4","-1.0","30.2","75","25.2","15.7","-9999.0","-9999.0","270","West","10.0","6.2","1010","29.83","-2.1","28.3","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 011400Z 27007MPS 9999 FEW030CB BKN050 03/M01 Q1010 26190060 NOSIG"
"4:30 PM EET on February 01, 2016","2016","02","01","16","30","Europe/Kiev","2:30 PM GMT on February 01, 2016","2016","02","01","14","30","UTC","2.0","35.6","0.0","32.0","87","18.0","11.2","-9999.0","-9999.0","270","West","10.0","6.2","1010","29.83","-2.4","27.7","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 011430Z 27005MPS 9999 FEW030CB BKN050 02/M00 Q1010 26190060 NOSIG"
"5:00 PM EET on February 01, 2016","2016","02","01","17","00","Europe/Kiev","3:00 PM GMT on February 01, 2016","2016","02","01","15","00","UTC","2","36","-0","32","78","14.4","8.9","","","270","West","10","6","1012","29.89","-999","-999","-9999","-9999","","","Light Rain","rain","0","1","0","0","0","0","AAXX 01151 33345 41497 82704 10022 21002 39914 40121 53029 76161 886// 555 1/100"
"5:00 PM EET on February 01, 2016","2016","02","01","17","00","Europe/Kiev","3:00 PM GMT on February 01, 2016","2016","02","01","15","00","UTC","1.0","33.8","0.0","32.0","93","18.0","11.2","-9999.0","-9999.0","270","West","7.0","4.3","1011","29.86","-3.7","25.4","-9999","-9999","-9999.00","-9999.00","Light Rain Showers","rain","0","1","0","0","0","0","METAR UKKK 011500Z 27005MPS 7000 -SHRA FEW005 SCT030CB BKN050 01/00 Q1011 26290157 TEMPO BKN005"
"5:30 PM EET on February 01, 2016","2016","02","01","17","30","Europe/Kiev","3:30 PM GMT on February 01, 2016","2016","02","01","15","30","UTC","1.0","33.8","0.0","32.0","93","18.0","11.2","-9999.0","-9999.0","270","West","7.0","4.3","1012","29.89","-3.7","25.4","-9999","-9999","-9999.00","-9999.00","Light Rain Showers","snow","0","1","1","0","0","0","METAR UKKK 011530Z 27005MPS 7000 -SHRASN BKN004 BKN030CB 01/00 Q1012 26290157 TEMPO BKN005"
"6:00 PM EET on February 01, 2016","2016","02","01","18","00","Europe/Kiev","4:00 PM GMT on February 01, 2016","2016","02","01","16","00","UTC","1.0","33.8","1.0","33.8","100","18.0","11.2","-9999.0","-9999.0","280","West","9.0","5.6","1012","29.89","-3.7","25.4","-9999","-9999","-9999.00","-9999.00","Light Rain Showers","snow","0","1","1","0","0","0","METAR UKKK 011600Z 28005MPS 9000 -SHRASN BKN005 BKN030CB 01/01 Q1012 26290157 NOSIG"
"6:30 PM EET on February 01, 2016","2016","02","01","18","30","Europe/Kiev","4:30 PM GMT on February 01, 2016","2016","02","01","16","30","UTC","1.0","33.8","1.0","33.8","100","14.4","8.9","-9999.0","-9999.0","290","WNW","10.0","6.2","1013","29.92","-3.0","26.5","-9999","-9999","-9999.00","-9999.00","Overcast","cloudy","0","0","0","0","0","0","METAR UKKK 011630Z 29004MPS 9999 BKN006 OVC036 01/01 Q1013 26290157 NOSIG"
"7:00 PM EET on February 01, 2016","2016","02","01","19","00","Europe/Kiev","5:00 PM GMT on February 01, 2016","2016","02","01","17","00","UTC","1.0","33.8","1.0","33.8","100","14.4","8.9","-9999.0","-9999.0","280","West","10.0","6.2","1013","29.92","-3.0","26.5","-9999","-9999","-9999.00","-9999.00","Overcast","cloudy","0","0","0","0","0","0","METAR UKKK 011700Z 28004MPS 9999 BKN007 OVC031 01/01 Q1013 26290157 NOSIG"
"7:30 PM EET on February 01, 2016","2016","02","01","19","30","Europe/Kiev","5:30 PM GMT on February 01, 2016","2016","02","01","17","30","UTC","1.0","33.8","0.0","32.0","93","18.0","11.2","-9999.0","-9999.0","300","WNW","10.0","6.2","1014","29.95","-3.7","25.4","-9999","-9999","-9999.00","-9999.00","Overcast","cloudy","0","0","0","0","0","0","METAR UKKK 011730Z 30005MPS 9999 BKN010 OVC031 01/00 Q1014 26290157 NOSIG"
"8:00 PM EET on February 01, 2016","2016","02","01","20","00","Europe/Kiev","6:00 PM GMT on February 01, 2016","2016","02","01","18","00","UTC","2","35","-1","31","78","10.8","6.7","","","330","NNW","10","6","1015","29.99","-999","-999","-9999","-9999","","","Partly Cloudy","partlycloudy","0","0","0","0","0","0","AAXX 01181 33345 11597 63303 10015 21007 39945 40153 52031 69942 70261 86500 333 10054 86621 555 1/100"
"8:00 PM EET on February 01, 2016","2016","02","01","20","00","Europe/Kiev","6:00 PM GMT on February 01, 2016","2016","02","01","18","00","UTC","1.0","33.8","0.0","32.0","93","14.4","8.9","-9999.0","-9999.0","300","WNW","10.0","6.2","1014","29.95","-3.0","26.5","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 011800Z 30004MPS 9999 BKN011 01/M00 Q1014 26290157 NOSIG"
"8:30 PM EET on February 01, 2016","2016","02","01","20","30","Europe/Kiev","6:30 PM GMT on February 01, 2016","2016","02","01","18","30","UTC","0.0","32.0","-1.0","30.2","93","10.8","6.7","-9999.0","-9999.0","300","WNW","10.0","6.2","1015","29.98","-3.5","25.7","-9999","-9999","-9999.00","-9999.00","Scattered Clouds","partlycloudy","0","0","0","0","0","0","METAR UKKK 011830Z 30003MPS 9999 SCT011 00/M01 Q1015 26290157 NOSIG"
"9:00 PM EET on February 01, 2016","2016","02","01","21","00","Europe/Kiev","7:00 PM GMT on February 01, 2016","2016","02","01","19","00","UTC","0.0","32.0","-1.0","30.2","93","10.8","6.7","-9999.0","-9999.0","290","WNW","10.0","6.2","1015","29.98","-3.5","25.7","-9999","-9999","-9999.00","-9999.00","Partly Cloudy","partlycloudy","0","0","0","0","0","0","METAR UKKK 011900Z 29003MPS 9999 FEW016 M00/M01 Q1015 26290157 NOSIG"
"9:30 PM EET on February 01, 2016","2016","02","01","21","30","Europe/Kiev","7:30 PM GMT on February 01, 2016","2016","02","01","19","30","UTC","0.0","32.0","-1.0","30.2","93","10.8","6.7","-9999.0","-9999.0","260","West","9.0","5.6","1015","29.98","-3.5","25.7","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 011930Z 26003MPS 9000 SKC M00/M01 Q1015 26290150 NOSIG"
"10:00 PM EET on February 01, 2016","2016","02","01","22","00","Europe/Kiev","8:00 PM GMT on February 01, 2016","2016","02","01","20","00","UTC","-1.0","30.2","-1.0","30.2","100","10.8","6.7","-9999.0","-9999.0","270","West","6.0","3.7","1016","30.01","-4.7","23.5","-9999","-9999","-9999.00","-9999.00","Scattered Clouds","partlycloudy","0","0","0","0","0","0","METAR UKKK 012000Z 27003MPS 6000 SCT020 M01/M01 Q1016 26290150 NOSIG"
"10:30 PM EET on February 01, 2016","2016","02","01","22","30","Europe/Kiev","8:30 PM GMT on February 01, 2016","2016","02","01","20","30","UTC","-1.0","30.2","-2.0","28.4","93","10.8","6.7","-9999.0","-9999.0","270","West","9.0","5.6","1016","30.01","-4.7","23.5","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 012030Z 27003MPS 9000 BKN016 M01/M02 Q1016 26290150 NOSIG"
"11:00 PM EET on February 01, 2016","2016","02","01","23","00","Europe/Kiev","9:00 PM GMT on February 01, 2016","2016","02","01","21","00","UTC","-0","32","-2","28","81","10.8","6.7","","","270","West","10","6","1017","30.04","-999","-999","-9999","-9999","","","","","0","0","0","0","0","0","AAXX 01211 33345 42997 02703 11002 21020 39962 40172 52017 555 1/101"
"11:00 PM EET on February 01, 2016","2016","02","01","23","00","Europe/Kiev","9:00 PM GMT on February 01, 2016","2016","02","01","21","00","UTC","-1.0","30.2","-1.0","30.2","100","10.8","6.7","-9999.0","-9999.0","250","WSW","9.0","5.6","1016","30.01","-4.7","23.5","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 012100Z 25003MPS 9000 SKC M01/M01 Q1016 26290150 NOSIG"
"11:30 PM EET on February 01, 2016","2016","02","01","23","30","Europe/Kiev","9:30 PM GMT on February 01, 2016","2016","02","01","21","30","UTC","-1.0","30.2","-2.0","28.4","93","10.8","6.7","-9999.0","-9999.0","250","WSW","9.0","5.6","1016","30.01","-4.7","23.5","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 012130Z 25003MPS 9000 SKC M01/M02 Q1016 26290150 NOSIG"
"12:00 AM EET on February 02, 2016","2016","02","02","00","00","Europe/Kiev","10:00 PM GMT on February 01, 2016","2016","02","01","22","00","UTC","-1.0","30.2","-2.0","28.4","93","14.4","8.9","-9999.0","-9999.0","260","West","-9999.0","-9999.0","1016","30.01","-5.5","22.1","-9999","-9999","-9999.00","-9999.00","Clear","clear","0","0","0","0","0","0","METAR UKKK 012200Z 26004MPS CAVOK M01/M02 Q1016 26290150 NOSIG"
"12:30 AM EET on February 02, 2016","2016","02","02","00","30","Europe/Kiev","10:30 PM GMT on February 01, 2016","2016","02","01","22","30","UTC","-1.0","30.2","-2.0","28.4","93","10.8","6.7","-9999.0","-9999.0","250","WSW","10.0","6.2","1017","30.04","-4.7","23.5","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 012230Z 25003MPS 9999 BKN008 M01/M02 Q1017 26290150 NOSIG"
"1:00 AM EET on February 02, 2016","2016","02","02","01","00","Europe/Kiev","11:00 PM GMT on February 01, 2016","2016","02","01","23","00","UTC","-1.0","30.2","-2.0","28.4","93","10.8","6.7","-9999.0","-9999.0","250","WSW","10.0","6.2","1016","30.01","-4.7","23.5","-9999","-9999","-9999.00","-9999.00","Mostly Cloudy","mostlycloudy","0","0","0","0","0","0","METAR UKKK 012300Z 25003MPS 210V270 9999 BKN008 M01/M02 Q1016 26290150 NOSIG"
